locX,locY
696.5630861,354.1763798
786.6872404,306.7138279
589.301365,389.3023145
696.5630861,354.1763798
817.072997,268.9747181
651.2883086,343.7236795
698.5077745,404.9205935
729.3189318,250.5609496
275.9026706,443.571276
197.3858754,501.3042136
703.3694955,730.5951335
199.7559644,462.7143027
324.2160237,570.8268249
246.4892582,437.1902671
630.6259941,450.6207715
711.6344214,408.0199407
609.7205935,358.1872997
245.2130564,437.068724
630.6259941,450.6207715
609.5990504,358.3696142
221.2690801,432.450089
634.5761424,430.3838576
588.2682493,346.2153116
860.3423145,603.8257567
758.7931157,372.4686053
690.1213056,363.5959644
854.2651632,488.9675964
786.5656973,353.2040356
697.0492582,355.6956677
865.3863501,419.2626706
733.6944807,282.9521662
587.052819,348.5854006
784.1348368,426.8591098
735.2137685,316.7411276
631.5375668,368.3969139
324.7629674,272.864095
185.2315727,549.4352522
334.4864095,434.7594065
381.4020178,526.5243917
359.7065875,449.8307418
184.1376855,544.0265875
329.1992878,430.3230861
383.6505638,520.4472404
354.2371513,448.7976261
217.5620178,430.201543
338.9835015,365.8445104
324.6414243,389.8492582
300.575905,363.7782789
175.08273,273.228724
289.7585757,319.3543027
318.0781009,429.958457
296.5649852,319.5366172
173.6242136,274.2010682
306.6530564,327.0722849
341.6574481,437.1294955
182.4360831,333.6356083
177.2705045,275.6595846
355.8779822,271.5878932
326.8899703,408.8707418
157.8236202,287.4492582
347.3699703,228.8047478
330.3539466,397.0202967
177.9389911,310.1778042
316.6803561,216.5896736
313.6417804,368.518457
176.9058754,309.448546
859.2484273,517.4086647
855.541365,513.9446884
591.1245104,533.7562018
867.148724,547.4297923
611.4829674,522.3311573
635.3054006,453.9632047
613.0630267,318.9896736
703.1264095,579.8210089
644.6642136,480.4595846
626.1289021,466.6036795
621.0848665,346.5191691
671.9506231,537.8886647
635.9738872,452.6262315
633.2391691,392.9486053
588.3290208,352.9609496
647.7027893,513.7623739
651.2883086,385.1090801
774.2898516,391.1862315
647.3989318,346.6407122
602.4280119,475.9017211
697.1708012,354.6625519
768.8204154,422.1797033
622.3002967,270.1293769
599.2071217,450.1953709
636.3992878,340.3812463
732.1751929,368.1538279
651.7744807,330.7793472
617.9855193,473.410089
605.5273591,364.4467656
696.8061721,373.6232641
612.7591691,340.0166172
625.0957864,367.9715134
807.5926409,420.4781009
830.7465875,579.2132938
687.2650445,572.6499703
695.4691988,357.4580415
658.8847478,426.1298516
826.3710386,427.0414243
694.9830267,589.8483086
683.9226113,364.9937092
660.4648071,407.5337685
828.3764985,440.4111573
658.1554896,542.2034421
701.060178,354.1763798
600.787181,368.8830861
828.9234421,440.1072997
652.8075964,466.4821365
684.1049258,397.2633828
625.885816,393.860178
829.1057567,438.4056973
646.5481306,457.7310386
702.3971513,412.8816617
620.7202374,374.7171513
617.3778042,540.5626113
726.6449852,409.7823145
607.9582196,358.1265282
604.0688427,534.0600593
726.2195846,412.1524036
618.1678338,489.0891395
723.6064095,417.0748961
605.2235015,478.6972107
644.11727,450.438457
544.2089021,583.8927003
