locX,locY
433.0578042,540.7449258
699.6016617,313.5202374
376.9049258,450.2561424
361.4081899,219.2028487
711.8167359,391.6724036
771.5551335,308.8408309
399.2080712,211.3025519
339.5304451,482.1611869
342.9336499,357.5188131
774.8975668,392.8878338
765.9641543,310.4208902
384.501365,215.0703858
340.9889614,357.5188131
759.7654599,389.1807715
346.7014837,221.1475371
330.2931751,220.782908
347.0053412,216.04273
345.3645104,211.1202374
329.6854599,219.1420772
347.4915134,218.655905
295.4710979,203.3414837
299.3604748,220.7221365
317.7742433,219.4459347
256.4557864,194.5903858
293.1617804,199.7559644
248.130089,203.9491988
242.7821958,195.1981009
264.3560831,194.5903858
230.9317507,194.0434421
295.6534125,323.0005935
194.1042136,470.8576855
193.4964985,515.8286053
258.8258754,317.6527003
668.4258754,394.4071217
333.0278932,241.5667656
602.0026113,471.5869436
345.7291395,239.7436202
317.7134718,213.794184
587.7820772,378.6672997
187.4801187,518.5025519
794.2836795,395.0756083
605.5881306,196.8389318
598.7209496,198.6013056
651.8352522,322.3321068
334.1217804,275.47727
811.2389318,321.9067062
587.4782196,356.5464688
586.0197033,378.6065282
690.2428487,319.5366172
806.2556677,320.9951335
586.9920475,357.4580415
686.4142433,322.8790504
586.9920475,357.5795846
681.9171513,322.0282493
603.2788131,388.998457
773.6821365,306.7138279
689.9389911,374.1094362
807.3495549,320.2658754
745.6056973,383.5897923
157.9451632,426.3729377
549.2529377,168.5194065
616.770089,358.2480712
215.9819585,442.7204748
769.9750742,399.1472997
660.6471217,280.4605341
653.5368546,336.5526409
682.3425519,329.0169733
709.4466469,249.1632047
669.5805341,271.1624926
652.6252819,334.9118101
682.3425519,329.0169733
722.8771513,249.1632047
675.1107418,263.3229674
680.5194065,311.575549
775.869911,321.4813056
671.7075371,268.731632
767.7265282,322.5751929
685.6242136,261.864451
365.5406528,293.587181
586.0197033,386.4460534
592.2791691,338.3150148
225.4623145,447.0960237
828.9842136,423.6382196
599.2071217,388.3907418
602.9749555,335.1548961
216.1035015,429.5938279
808.9296142,422.4835608
617.9247478,388.6338279
596.5331751,346.8837982
206.7446884,425.704451
791.852819,408.9315134
434.2124629,465.8136499
467.2113947,459.4934125
632.0845104,413.6716914
283.1952522,601.5772107
305.1945401,572.6499703
643.2056973,485.4428487
203.1591691,376.3579822
264.8422552,390.7000593
481.1888427,172.4087834
204.5569139,377.5126409
483.3158457,202.3691395
205.0430861,380.125816
483.3158457,202.3691395
402.0643323,222.3021958
306.7745994,253.3564392
653.7191691,511.6353709
769.9143027,398.8434421
303.2498516,405.8321662
227.1639169,438.2841543
621.9964392,469.7637982
631.2944807,390.6392878
330.6578042,498.8125816
305.1945401,346.3368546
542.9934718,590.9421958
625.9465875,380.2473591
331.3262908,498.5694955
322.8182789,352.900178
542.9327003,590.7598813
599.2071217,357.39727
434.7594065,474.5039763
397.9318694,474.5647478
532.7230861,545.5458754
386.8106825,605.1019585
511.0884273,604.3119288
536.6732344,537.220178
513.4585163,708.7781602
526.8890208,597.9916914
570.948368,557.8824926
693.1598813,734.788368
547.3690208,539.5902671
599.9363798,524.0327596
172.4695549,431.6600593
172.4695549,431.6600593
432.8147181,206.0154303
432.8147181,206.0154303
650.619822,321.7851632
650.619822,321.7851632
225.3407715,374.1702077
225.3407715,374.1702077
751.1966766,313.2163798
751.1966766,313.2163798
167.2432047,333.2709792
359.5850445,199.9990504
655.238457,290.1839763
217.1973887,395.3794659
780.9747181,318.5035015
166.6354896,324.2160237
357.6403561,199.3305638
659.9178635,293.0402374
776.5991691,318.3819585
180.0659941,321.6028487
339.4696736,230.3240356
628.012819,269.0962611
762.1963205,314.7964392
337.9503858,237.8597033
605.405816,206.9877745
732.8436795,304.2829674
412.4562611,201.7614243
561.5287834,170.2210089
490.7299703,174.9004154
323.0005935,197.4466469
389.12,454.2062908
758.4892582,305.6199407
593.5553709,200.302908
680.8840356,271.0409496
748.52273,389.0592285
380.5512166,449.9522849
758.2461721,305.4983976
604.7981009,207.5347181
685.1988131,267.7592878
746.395727,382.0097329
359.0381009,444.5436202
759.6439169,306.0453412
609.9636795,212.1533531
690.9721068,263.991454
740.8655193,375.6894955
326.8899703,419.3234421
759.2185163,303.7967953
629.8967359,255.4834421
692.3090801,263.2621958
324.8845104,383.8328783
762.0140059,305.7414837
644.8465282,285.6261128
693.828368,262.4113947
343.419822,241.9313947
701.9109792,258.8866469
762.4394065,279.6097329
706.5903858,206.8662315
742.5671217,268.9747181
781.8255193,384.6836795
612.8807122,363.5959644
340.3204748,489.9399407
823.4540059,421.6935312
213.3687834,434.5163205
315.4041543,411.2408309
679.2432047,309.691632
661.1332938,299.3604748
772.4667062,236.8873591
360.3143027,448.5545401
662.8348961,298.3881306
804.4325223,230.6886647
329.2600593,360.3143027
664.59727,316.6195846
797.8084273,253.6602967
337.0388131,265.9969139
659.3709199,334.7294955
746.6388131,338.2542433
701.4855786,358.1872997
592.2791691,338.0719288
727.4957864,349.3754303
659.5532344,429.7761424
609.781365,358.9773294
707.805816,359.4635015
669.215905,424.0028487
646.0619585,386.9322255
696.7454006,354.1763798
687.5081306,402.975905
650.8021365,389.6669436
672.8621958,398.235727
680.7017211,312.0009496
700.5740059,354.5410089
876.9329377,458.8249258
399.5727003,453.9632047
218.2305045,438.3449258
802.6701484,356.4856973
410.2684866,449.0407122
877.0544807,458.8856973
286.2338279,305.2553116
217.6227893,432.7539466
805.6479525,356.9718694
308.7192878,395.1971513
877.0544807,458.8856973
281.4328783,298.1450445
224.7938279,432.1462315
805.6479525,357.8226706
307.8684866,398.9042136
877.0544807,458.8856973
277.725816,283.6206528
237.7381602,388.3907418
652.9291395,328.9562018
343.784451,401.5781602
725.915727,390.6392878
303.6144807,267.3946588
221.4513947,382.3135905
615.9800593,343.9059941
557.0924629,552.1699703
327.9838576,302.0344214
203.1591691,393.738635
402.975905,671.7075371
325.309911,418.6549555
157.3982196,433.5439763
905.6778635,615.6154303
652.1998813,359.7065875
791.1235608,415.5556083
304.7691395,416.224095
213.1256973,440.8365579
831.7797033,421.6935312
599.5109792,342.2043917
774.6544807,355.9995252
338.6188724,399.8765579
215.3742433,441.1404154
790.2119881,417.3787537
702.8225519,304.6475964
607.8974481,383.6505638
502.6411869,174.2319288
210.1478932,553.0207715
776.5383976,315.4649258
782.0686053,327.3153709
715.2807122,249.1632047
422.8481899,605.4665875
726.5842136,392.4624332
780.9747181,325.9783976
728.3465875,249.1632047
442.1735312,610.2067656
728.6504451,390.8216024
780.9747181,325.9783976
719.170089,249.9532344
455.8471217,610.4498516
783.7702077,326.2822552
686.3534718,256.7596439
537.098635,583.1026706
755.632997,285.2614837
651.7137092,442.5989318
338.7404154,254.875727
844.9063501,540.1372107
354.1156083,221.5121662
567.7274777,176.1158457
875.1097923,532.1761424
342.8728783,239.0751335
850.0719288,550.7722255
368.518457,213.915727
578.5448071,183.1653412
549.6175668,165.7846884
740.6224332,678.2708605
578.7878932,165.4200593
757.2738279,218.534362
609.3559644,194.0434421
713.2752522,722.6948368
600.1794659,223.152997
739.1639169,220.782908
673.4091395,281.7367359
687.4473591,595.9862315
639.6809496,281.3113353
791.3058754,230.5063501
698.447003,322.5751929
690.1213056,569.6721662
678.8178042,270.1293769
787.9634421,234.0918694
716.4353709,329.5031454
650.3159644,517.8948368
749.3735312,275.2949555
701.6678932,354.1763798
717.2254006,430.3230861
786.2618398,320.812819
701.6678932,354.1763798
695.5299703,427.1629674
745.3626113,338.1327003
719.170089,426.2513947
842.4754896,418.9588131
408.4453412,471.4654006
184.441543,524.0935312
180.0659941,546.6397626
427.3452819,539.6510386
841.8677745,419.0195846
406.6221958,474.6255193
184.441543,524.0935312
429.2291988,557.578635
815.5537092,236.52273
400.9704451,474.9293769
187.7232047,521.6626706
429.2291988,557.578635
799.3277151,220.9652226
387.1145401,483.4373887
193.55727,500.8788131
429.2291988,559.6448665
804.1894362,229.4732344
399.7550148,478.8795252
182.8007122,438.5880119
419.6272997,520.9334125
780.7924036,217.1366172
392.5232047,463.4435608
172.4087834,461.0127003
407.8376261,499.1164392
