locX,locY
217.8051039,215.3742433
155.8181602,437.8587537
720.0816617,414.4009496
626.3719881,423.5774481
839.8623145,441.2619585
667.6358457,426.9198813
811.6035608,433.4832047
709.8720475,412.091632
626.1896736,422.9089614
828.6803561,433.9086053
800.1177448,437.4941246
723.3025519,413.4893769
626.1896736,422.9089614
812.1505045,430.0192285
696.2592285,388.8769139
625.3996439,401.0312166
793.0682493,418.5334125
693.3421958,386.2637389
609.5382789,381.3412463
679.4862908,371.2531751
634.8192285,338.0719288
654.2661128,328.9562018
404.7990504,493.8293175
699.5408902,587.5997626
851.9558457,468.0621958
687.9335312,534.9108605
665.5088427,536.855549
658.8239763,317.1057567
653.5368546,503.7350742
652.989911,331.8732344
693.2814243,354.1763798
813.5482493,426.5552522
650.1944214,343.2375074
652.3821958,478.2718101
622.3002967,328.9562018
693.2814243,354.1763798
812.6366766,428.3176261
590.9421958,334.0610089
653.3545401,504.0997033
638.4655193,344.7567953
671.342908,363.5959644
831.3543027,437.1294955
628.3774481,358.1265282
715.2199407,531.3861128
607.2897329,336.3703264
692.9167953,563.8988724
641.1394659,358.1265282
636.1562018,508.9614243
648.2497329,479.6695549
629.1067062,487.9344807
622.9080119,472.2554303
608.5659347,491.4592285
603.15727,487.8129377
368.3361424,577.1470623
289.3939466,647.0950742
349.0108012,528.3475371
299.1781602,656.0284866
355.7564392,567.4236202
289.8193472,599.8148368
343.3590504,448.3722255
384.0151929,445.8805935
399.6334718,530.109911
320.3874184,563.1696142
357.154184,460.3442136
389.4238576,499.6633828
345.4252819,455.4217211
342.5082493,461.924273
331.3262908,386.8106825
397.0202967,479.7910979
221.1475371,438.9526409
921.1138279,609.3559644
810.7527596,587.3566766
690.2428487,572.8322849
655.6030861,536.6124629
797.6261128,621.8141246
827.8295549,564.7496736
893.7666469,516.1324629
634.5761424,428.9861128
892.7335312,542.1426706
829.4096142,568.3959644
810.4489021,426.6160237
673.9560831,422.7874184
626.1289021,385.5952522
795.1344807,405.2852226
682.585638,354.6017804
733.8767953,392.4624332
794.9521662,405.3459941
733.6337092,391.9762611
794.7090801,405.3459941
733.3906231,391.8547181
764.748724,391.368546
790.5158457,334.425638
791.2451039,418.7764985
696.9884866,382.6782196
711.8775074,396.1694955
683.1325816,417.6826113
816.4045104,596.4724036
804.9794659,419.5057567
711.0267062,378.3634421
722.9379228,390.3354303
693.7675964,410.1469436
816.0398813,596.168546
889.755727,443.2066469
673.2268249,303.8575668
868.6072404,421.085816
700.817092,354.1763798
896.1975074,440.7150148
640.7140653,292.0678932
813.6090208,418.9588131
738.2523442,388.7553709
812.575905,385.8991098
698.2646884,383.0428487
672.3760237,431.2954303
686.5357864,361.7120475
691.3367359,428.9253412
638.7086053,378.1203561
706.7119288,431.9639169
681.5525223,310.1170326
613.7315134,329.4423739
591.1852819,353.5078932
256.0303858,561.7110979
234.1526409,567.0589911
289.7585757,656.1500297
300.0897329,632.3275964
321.1166766,666.60273
250.4394065,580.4894955
233.0587537,569.7329377
286.5376855,658.8239763
300.5151335,631.9021958
317.6527003,671.342908
246.0030861,587.6605341
235.8542433,563.7773294
307.3823145,633.9076558
317.2272997,671.7075371
235.9150148,559.584095
307.3823145,631.5983383
296.2611276,687.9943027
295.5318694,679.2432047
218.3520475,669.4589911
259.615905,682.4033234
625.8250445,234.2134125
243.511454,262.6544807
355.2702671,265.6930564
793.3721068,437.4941246
856.9391098,487.9952522
660.4040356,548.0375074
866.6625519,476.8740653
